cantidad_animales,peso_promedio_entrada,precio_compra_kg,costo_adquisicion_total,costo_combustible_viaje,costo_peajes_lavado,costo_flete_estimado,mantenimiento_camion_prorrateado,costo_fijo_diario_lote,factor_ocupacion_granja,tasa_consumo_energia_agua,costo_mano_obra_asignada,duracion_estadia_dias,costo_alimentacion_total,costo_sanitario_total,merma_peso_transporte,peso_salida_esperado,mes_adquisicion,dia_semana_llegada,es_feriado_proximo,dias_para_festividad,costo_operativo_por_cabeza,ratio_alimento_precio_compra,indicador_eficiencia_estadia,precio_venta_kg
82,104.47,22.47,192494.9,82.49,179.28,1167.47,17.44,950.0,0.831,6.23,80.6,2,213.26,1146.47,35.16,8671.15,6,4,0,999,29.02,0.0011,52.23,23.85
55,91.06,19.74,98878.76,100.88,279.52,946.91,18.29,475.0,0.835,4.38,56.69,1,70.0,531.32,19.15,5039.82,10,1,1,6,32.77,0.0007,91.06,23.36
84,83.03,18.14,126496.19,80.27,243.02,2118.98,17.44,950.0,0.518,6.38,82.57,2,228.58,1065.66,40.56,7096.79,6,3,1,0,40.38,0.0018,41.52,20.31
98,109.85,20.83,224227.11,74.85,305.87,2221.12,16.95,950.0,0.756,6.8,87.99,2,330.56,1093.44,71.88,10972.94,9,3,0,999,36.24,0.0015,54.92,22.94
94,99.55,21.76,203587.24,52.74,186.77,1808.17,17.75,1425.0,0.538,7.25,93.86,3,282.05,798.88,57.75,9657.2,12,5,1,5,36.94,0.0014,33.18,26.02
78,83.78,21.22,138655.4,49.15,170.37,1865.98,21.13,1425.0,0.34,6.96,90.05,3,408.78,596.54,42.36,6841.02,5,6,0,999,45.01,0.0029,27.93,22.76
16,91.79,24.73,36325.27,102.05,180.89,1443.76,17.75,475.0,0.819,1.23,15.98,1,21.42,98.9,10.67,1477.11,12,2,1,1,137.61,0.0006,91.79,31.7
90,103.67,22.95,214120.87,78.47,222.76,1679.63,17.44,1425.0,0.46,6.84,88.46,3,425.58,821.39,30.42,9532.34,6,0,1,3,37.84,0.002,34.56,24.8
50,95.26,24.97,118933.85,105.2,282.53,1654.91,18.87,1425.0,0.514,4.11,53.2,3,264.23,497.05,37.07,4896.23,7,5,0,999,69.35,0.0022,31.75,27.82
92,93.4,20.07,172424.62,79.55,203.56,1907.77,18.29,1425.0,0.645,7.33,94.82,3,416.99,1364.47,35.78,8799.74,10,5,0,999,39.3,0.0024,31.13,22.35
69,108.71,23.52,176443.81,76.53,221.22,1588.03,17.34,950.0,0.563,5.1,65.99,2,227.31,370.73,21.44,7676.82,1,6,0,999,41.1,0.0013,54.35,28.03
107,89.12,21.89,208733.12,72.86,224.51,1512.36,16.95,475.0,0.459,7.42,96.07,1,205.43,1166.46,51.49,9590.99,9,0,0,999,21.35,0.001,89.12,24.77
47,91.11,22.28,95421.69,74.0,192.91,1179.9,18.87,950.0,0.78,3.86,50.0,2,96.81,481.75,15.47,4355.1,7,6,0,999,51.0,0.001,45.56,25.71
113,99.19,24.9,279104.87,55.81,294.14,1847.11,16.76,1425.0,0.513,8.63,111.69,3,457.49,590.87,43.34,11557.86,8,4,0,999,32.05,0.0016,33.06,28.8
103,100.62,22.58,234002.77,55.46,164.03,1942.04,17.75,950.0,0.655,7.95,102.85,2,396.93,854.63,68.96,10576.46,12,0,0,999,30.21,0.0017,50.31,27.46
46,101.47,24.29,113385.34,76.18,181.66,1581.52,17.44,1425.0,0.699,3.49,45.21,3,253.57,424.55,23.11,4804.24,6,5,0,999,70.96,0.0022,33.82,25.86
63,104.79,23.08,152370.37,75.49,282.01,1607.07,17.75,475.0,0.86,4.86,62.91,1,101.86,626.39,19.12,6634.73,12,4,0,999,38.72,0.0007,104.79,27.56
68,99.09,18.89,127292.8,77.34,238.96,1557.22,18.87,1425.0,0.587,5.59,72.35,3,250.78,498.75,42.29,6965.03,7,0,0,999,48.51,0.002,33.03,21.68
95,101.42,22.9,220589.62,79.98,185.72,1774.37,17.44,475.0,0.582,7.55,97.71,1,126.4,507.4,62.09,9650.61,3,4,0,999,26.47,0.0006,101.42,26.85
86,95.43,21.39,175542.26,51.5,229.18,1601.25,16.76,1425.0,0.847,6.57,85.0,3,479.35,682.71,64.58,8457.63,8,3,0,999,38.45,0.0027,31.81,24.94
104,98.0,24.43,249010.75,96.12,166.73,1925.4,17.44,1425.0,0.587,8.27,106.97,3,529.86,1389.82,39.24,10537.26,3,2,0,999,34.74,0.0021,32.67,27.85
51,98.36,23.65,118626.41,76.99,159.15,889.26,17.34,1425.0,0.478,4.03,52.21,3,196.7,667.01,37.16,5123.95,11,2,0,999,50.01,0.0017,32.79,27.37
66,99.22,18.73,122647.83,50.82,163.69,1217.97,20.83,950.0,0.325,6.16,79.72,2,149.46,449.3,43.19,6652.25,2,2,0,999,36.1,0.0012,49.61,20.5
57,103.68,18.94,111915.89,76.18,160.89,1564.03,18.87,950.0,0.494,4.69,60.64,2,203.01,653.39,33.16,5968.31,7,3,0,999,48.26,0.0018,51.84,21.96
110,101.94,18.49,207307.6,97.42,225.35,2474.64,18.29,1425.0,0.418,8.76,113.37,3,520.15,1566.01,47.4,11495.66,10,1,1,6,38.39,0.0025,33.98,21.18
43,97.85,21.45,90266.81,104.16,222.18,1398.57,17.34,475.0,0.482,3.18,41.13,1,84.43,289.01,22.74,4238.01,1,6,0,999,51.16,0.0009,97.85,26.06
75,91.03,18.57,126746.45,52.69,253.08,1557.28,17.44,475.0,0.623,5.7,73.72,1,105.49,471.51,29.94,6872.01,6,6,0,999,31.17,0.0008,91.03,20.58
23,98.04,23.07,52012.14,98.88,214.96,873.3,18.87,475.0,0.614,1.89,24.47,1,31.03,120.09,15.15,2258.96,7,5,0,999,72.27,0.0006,98.04,26.71
104,97.28,21.87,221216.69,78.56,155.62,1871.79,21.13,475.0,0.412,9.28,120.07,1,134.24,699.31,67.79,10181.19,5,0,0,999,24.82,0.0006,97.28,23.92
52,99.05,23.85,122842.33,77.92,213.59,1508.93,16.95,950.0,0.578,3.61,46.69,2,154.12,683.26,20.58,5267.03,9,3,0,999,52.89,0.0013,49.52,28.25
47,115.0,19.96,107876.07,81.08,149.98,1264.37,17.05,950.0,0.572,3.39,43.84,2,124.34,617.58,20.04,5516.95,4,2,1,2,52.03,0.0012,57.5,23.01
74,93.31,21.63,149381.08,108.2,279.51,1759.02,21.13,950.0,0.325,6.6,85.43,2,158.83,769.93,55.54,7058.49,5,6,0,999,41.85,0.0011,46.65,24.01
65,100.88,18.82,123419.9,49.91,181.79,961.27,17.05,475.0,0.469,4.68,60.62,1,85.29,541.82,34.83,6596.84,4,5,0,999,25.66,0.0007,100.88,21.74
104,106.05,24.19,266815.59,55.19,264.85,1115.45,16.76,950.0,0.733,7.94,102.79,2,253.53,1359.05,59.86,11194.81,8,6,0,999,22.94,0.001,53.02,27.2
68,98.28,19.23,128486.93,80.13,229.21,1653.75,17.34,950.0,0.312,5.38,69.61,2,246.89,472.61,52.99,6794.89,11,3,0,999,42.84,0.0019,49.14,21.81
67,115.0,18.72,144210.91,53.85,248.87,1002.31,17.44,475.0,0.48,5.32,68.91,1,82.78,428.7,27.04,7768.74,3,4,0,999,26.57,0.0006,115.0,21.38
21,94.48,19.44,38559.54,100.29,286.22,1093.87,21.13,1425.0,0.585,1.87,24.24,3,91.91,123.73,12.88,2042.47,5,5,1,5,138.35,0.0024,31.49,22.57
12,100.09,23.64,28398.65,99.88,291.61,1199.04,17.44,1425.0,0.399,0.95,12.34,3,60.22,162.16,8.24,1246.75,3,1,0,999,251.29,0.0021,33.36,27.72
54,91.11,18.74,92202.68,72.86,181.98,1232.09,17.44,1425.0,0.687,4.29,55.54,3,186.17,656.02,24.82,5096.99,3,1,1,3,53.92,0.002,30.37,22.61
120,94.69,22.3,253395.84,108.56,275.4,1902.08,17.75,475.0,0.729,9.26,119.83,1,183.75,1349.5,54.53,11429.89,12,0,1,4,23.01,0.0007,94.69,27.0
111,99.49,23.22,256467.41,53.25,276.92,1319.95,16.95,950.0,0.502,7.7,99.66,2,410.08,1362.49,83.07,11261.42,9,3,0,999,23.42,0.0016,49.75,25.82
79,104.27,23.26,191581.06,76.98,188.07,1435.22,17.75,1425.0,0.438,6.1,78.89,3,375.43,508.35,27.63,8424.35,12,4,0,999,39.56,0.002,34.76,26.03
80,100.05,19.33,154725.0,78.46,257.39,2174.47,16.76,950.0,0.765,6.11,79.07,2,237.18,707.83,30.29,8206.73,8,3,0,999,43.25,0.0015,50.03,21.15
53,107.57,18.43,105083.95,49.28,161.32,1433.55,16.95,475.0,0.429,3.68,47.58,1,97.46,696.48,26.79,5729.6,9,1,0,999,39.98,0.0009,107.57,20.63
29,96.74,21.14,59312.21,50.22,198.75,770.0,16.95,950.0,0.387,2.01,26.04,2,112.94,410.86,20.28,2859.4,9,5,0,999,67.9,0.0019,48.37,23.57
10,94.84,19.42,18415.97,79.28,160.27,557.73,16.76,475.0,0.319,0.76,9.88,1,18.21,101.31,5.27,955.53,8,3,0,999,127.23,0.001,94.84,22.6
47,115.0,22.89,123746.91,78.15,172.24,1311.63,18.29,950.0,0.354,3.74,48.44,2,132.39,292.37,20.46,5466.05,10,2,1,5,53.45,0.0011,57.5,27.26
45,100.65,20.5,92838.95,54.51,197.26,1224.73,17.05,950.0,0.822,3.24,41.97,2,145.05,665.33,22.96,4623.93,4,3,1,1,53.92,0.0016,50.33,24.43
31,91.74,21.15,60139.19,79.65,227.21,804.2,20.83,1425.0,0.86,2.89,37.44,3,141.98,277.46,16.2,2922.56,2,4,0,999,81.81,0.0024,30.58,25.09
38,91.95,18.79,65666.56,103.38,279.78,872.33,17.44,1425.0,0.627,2.89,37.35,3,148.58,311.22,25.21,3590.35,6,6,0,999,70.54,0.0023,30.65,20.88
12,89.96,21.97,23719.75,54.71,232.14,853.92,17.34,950.0,0.852,0.89,11.48,2,34.45,74.4,8.81,1091.51,1,3,1,0,174.23,0.0015,44.98,28.78
77,104.99,19.3,156018.68,96.13,247.78,2113.56,17.34,950.0,0.724,5.69,73.65,2,281.71,394.72,35.47,8259.49,1,6,1,4,44.25,0.0018,52.5,23.42
112,94.58,22.75,241033.25,79.99,184.88,2292.27,17.34,475.0,0.543,8.28,107.12,1,145.65,1236.11,73.28,10677.29,1,0,1,3,27.07,0.0006,94.58,27.04
86,98.52,18.5,156728.16,80.24,213.73,1390.94,17.34,1425.0,0.727,6.36,82.25,3,487.51,956.69,55.96,8647.31,1,3,0,999,36.16,0.0031,32.84,22.18
59,96.99,24.83,142097.49,98.94,181.8,1641.58,16.95,475.0,0.551,4.09,52.97,1,117.49,433.2,40.32,5762.96,9,1,0,999,40.63,0.0008,96.99,29.45
56,103.35,22.79,131911.65,74.83,239.56,1172.07,16.76,1425.0,0.877,4.28,55.35,3,219.54,370.71,32.91,5994.81,8,4,0,999,51.99,0.0017,34.45,26.51
44,90.73,19.27,76933.21,98.11,293.09,1303.56,17.75,1425.0,0.81,3.4,43.94,3,148.2,452.32,13.52,4093.01,12,1,0,999,70.9,0.0019,30.24,22.94
25,88.9,18.1,40222.21,50.39,189.34,940.12,17.05,1425.0,0.806,1.8,23.32,3,146.79,233.85,15.7,2319.05,4,3,0,999,104.19,0.0036,29.63,21.72
76,99.29,20.34,153502.58,52.67,238.16,1213.51,21.13,1425.0,0.618,6.78,87.74,3,267.0,610.78,46.07,7683.43,5,4,1,0,38.54,0.0017,33.1,22.83
72,102.31,19.07,140470.27,74.21,285.49,2085.59,17.44,475.0,0.61,5.47,70.77,1,127.55,517.13,43.61,7422.6,6,6,0,999,40.56,0.0009,102.31,20.73
10,100.16,19.53,19560.18,53.62,261.82,707.67,18.29,1425.0,0.37,0.8,10.31,3,31.17,135.93,4.41,1032.92,10,1,0,999,244.81,0.0016,33.39,23.72
56,91.02,24.11,122893.65,49.74,177.88,1447.45,17.75,950.0,0.691,4.32,55.92,2,138.38,830.94,19.54,5242.47,12,6,0,999,46.88,0.0011,45.51,28.11
40,102.92,22.22,91485.2,73.08,214.8,1195.42,16.95,950.0,0.368,2.78,35.91,2,100.81,342.23,15.79,4183.94,9,3,0,999,60.83,0.0011,51.46,24.94
28,91.55,19.24,49307.04,99.54,163.35,1454.34,18.87,1425.0,0.624,2.3,29.79,3,108.97,335.48,11.43,2640.37,7,6,0,999,112.22,0.0022,30.52,21.7
88,93.33,21.9,179833.33,50.34,208.83,1067.79,17.75,950.0,0.378,6.79,87.87,2,337.8,1201.68,34.04,8423.13,12,2,1,2,25.87,0.0019,46.66,25.3
68,89.95,19.79,121048.16,108.65,216.05,2059.59,17.44,950.0,0.585,5.4,69.94,2,159.84,358.32,28.71,6264.23,3,6,0,999,49.03,0.0013,44.97,23.23
80,107.91,24.83,214380.37,75.95,181.11,1179.5,17.44,475.0,0.768,6.08,78.63,1,93.89,1126.45,26.75,8703.62,6,6,1,0,23.89,0.0004,107.91,28.53
89,102.57,18.23,166406.1,50.55,298.05,1463.45,17.05,475.0,0.485,6.41,83.01,1,150.56,889.24,38.68,9201.16,4,2,1,2,25.7,0.0009,102.57,22.09
118,102.34,23.13,279274.97,50.38,196.97,2110.76,17.44,1425.0,0.661,9.38,121.37,3,691.12,1246.96,94.28,12434.2,3,0,0,999,32.06,0.0025,34.11,26.02
99,107.48,23.41,249099.64,100.28,189.49,2106.23,21.13,950.0,0.455,8.83,114.29,2,275.08,1029.47,55.01,10750.31,5,0,0,999,33.8,0.0011,53.74,26.33
78,115.0,18.47,165677.15,53.24,207.95,1648.22,18.29,475.0,0.479,6.21,80.39,1,138.3,579.48,36.83,9002.0,10,2,0,999,30.57,0.0008,115.0,21.18
107,83.83,19.2,172240.2,80.93,186.08,1877.22,17.05,1425.0,0.409,7.71,99.8,3,330.96,1372.0,70.65,9196.28,4,0,1,4,33.36,0.0019,27.94,21.74
63,91.59,20.69,119389.56,100.16,246.57,2025.32,18.29,1425.0,0.397,5.02,64.93,3,344.75,776.37,33.69,5911.26,10,0,1,7,60.27,0.0029,30.53,23.71
119,92.57,24.08,265230.78,79.31,190.47,2192.47,16.76,475.0,0.523,9.09,117.62,1,205.08,708.99,37.46,11143.86,8,1,0,999,24.68,0.0008,92.57,26.69
94,90.69,21.76,185499.47,52.37,193.17,1339.53,16.95,475.0,0.374,6.52,84.39,1,178.28,999.02,53.93,8572.42,9,2,0,999,21.92,0.001,90.69,25.13
82,88.88,22.59,164617.51,54.93,262.7,1143.41,17.44,475.0,0.834,6.52,84.34,1,134.27,1194.76,37.07,7344.73,3,0,1,4,23.61,0.0008,88.88,25.71
110,95.1,23.48,245642.85,102.94,214.93,1960.81,17.34,475.0,0.744,8.7,112.61,1,213.55,1508.27,64.42,10491.77,11,3,0,999,25.03,0.0009,95.1,28.07
67,87.77,23.8,139935.06,75.81,149.05,1296.78,17.44,1425.0,0.432,5.32,68.91,3,279.36,754.36,25.9,6137.79,3,0,0,999,43.98,0.002,29.26,25.73
89,100.18,21.33,190214.94,53.93,204.65,1705.41,21.13,475.0,0.831,7.94,102.75,1,154.2,621.84,48.17,8939.72,5,5,0,999,27.4,0.0008,100.18,22.84
41,97.91,21.56,86557.92,54.74,186.41,822.76,18.29,1425.0,0.519,3.27,42.26,3,212.24,347.36,16.27,4103.76,10,1,0,999,60.71,0.0025,32.64,24.35
116,101.35,23.03,270703.22,77.64,186.96,1450.8,16.95,950.0,0.618,8.05,104.15,2,294.32,754.42,52.13,12021.75,9,2,0,999,22.98,0.0011,50.67,25.14
79,101.56,19.84,159211.2,55.91,193.88,1629.48,17.05,475.0,0.719,5.69,73.68,1,151.73,1044.33,50.84,8042.96,4,0,0,999,29.8,0.001,101.56,23.86
96,102.32,23.98,235572.19,81.94,162.81,2010.96,17.05,1425.0,0.763,6.92,89.54,3,512.4,1227.52,39.73,10173.72,4,1,0,999,38.34,0.0022,34.11,26.91
61,94.51,18.15,104613.87,50.38,221.24,1128.58,17.44,475.0,0.304,4.63,59.96,1,113.85,860.32,31.02,5798.02,6,0,0,999,30.74,0.0011,94.51,20.0
106,114.47,19.37,235035.21,105.9,224.13,2316.82,17.44,1425.0,0.469,8.05,104.19,3,433.3,597.2,35.68,12525.21,6,4,0,999,38.41,0.0018,38.16,20.99
18,99.38,23.6,42217.19,79.05,193.93,1115.23,17.34,475.0,0.501,1.33,17.22,1,33.14,263.65,11.58,1792.21,1,3,1,0,103.51,0.0008,99.38,29.6
22,82.6,20.38,37037.88,102.47,175.03,973.19,17.44,950.0,0.651,1.75,22.63,2,57.86,322.61,12.53,1850.39,3,0,1,4,100.03,0.0016,41.3,23.57
66,89.48,19.05,112497.54,52.6,184.33,1118.56,20.83,475.0,0.823,6.16,79.72,1,129.65,775.11,46.66,5934.13,2,3,0,999,27.73,0.0012,89.48,21.74
91,83.58,19.31,146839.88,81.68,206.82,1791.48,20.83,950.0,0.562,8.49,109.92,2,186.36,1257.39,51.65,7779.08,2,3,0,999,33.3,0.0013,41.79,21.56
99,97.64,21.72,209905.01,53.28,153.62,1101.08,21.13,1425.0,0.578,8.83,114.29,3,480.9,929.05,78.91,9998.77,5,6,0,999,27.61,0.0023,32.55,23.43
58,96.53,23.92,133934.01,78.39,169.76,1527.8,17.34,1425.0,0.352,4.29,55.47,3,193.53,471.77,24.39,5743.07,1,2,0,999,55.19,0.0014,32.18,28.83
82,93.75,18.49,142180.83,95.86,260.71,1485.44,16.95,475.0,0.615,5.69,73.62,1,140.94,536.58,55.03,7736.11,9,5,0,999,28.26,0.001,93.75,20.76
71,113.59,18.21,146885.45,52.14,251.45,1295.95,16.95,475.0,0.592,4.93,63.74,1,96.82,377.42,36.65,8092.4,9,3,0,999,29.22,0.0007,113.59,21.09
116,101.89,21.26,251236.45,107.55,194.81,1885.18,17.44,475.0,0.682,9.22,119.31,1,216.99,628.72,56.61,11920.22,3,6,0,999,22.95,0.0009,101.89,24.59
82,103.31,24.69,209184.96,80.2,242.55,1633.02,17.34,1425.0,0.808,6.49,83.95,3,460.68,977.08,54.59,8774.23,11,0,0,999,41.23,0.0022,34.44,27.24
56,90.05,19.95,100620.91,95.89,207.1,1950.42,16.76,950.0,0.64,4.28,55.35,2,153.23,468.48,43.56,5092.63,8,2,1,1,57.2,0.0015,45.03,23.77
117,89.51,24.71,258814.46,55.19,190.17,1905.89,17.05,1425.0,0.331,8.43,109.12,3,635.3,648.25,79.3,10693.42,4,5,1,6,30.57,0.0025,29.84,27.51
21,97.79,24.21,49727.41,106.44,246.74,1531.02,17.44,950.0,0.79,1.67,21.6,2,70.61,128.56,9.77,2100.67,3,3,0,999,134.96,0.0014,48.9,28.06
119,98.88,19.98,235131.61,78.49,192.34,2315.31,17.44,950.0,0.586,9.04,116.97,2,339.52,1386.69,66.04,12038.21,6,5,0,999,29.72,0.0014,49.44,21.59
27,82.65,23.72,52929.01,49.16,157.82,664.88,17.75,475.0,0.591,2.08,26.96,1,36.27,388.44,11.03,2254.36,12,3,0,999,49.88,0.0007,82.65,27.89
41,96.06,22.8,89798.81,52.94,216.91,1235.14,17.34,475.0,0.823,3.03,39.21,1,49.62,372.27,25.01,3959.38,1,4,0,999,48.29,0.0006,96.06,27.22
101,97.61,21.58,212781.6,95.94,161.09,2082.87,17.34,1425.0,0.653,7.46,96.6,3,322.15,1290.43,50.63,10213.76,1,3,0,999,37.28,0.0015,32.54,25.53
91,95.78,20.96,182688.26,99.56,179.22,1956.61,21.13,475.0,0.774,8.12,105.06,1,138.08,1340.96,37.68,8770.08,5,6,1,4,29.78,0.0008,95.78,22.96
117,90.99,23.71,252404.85,53.4,194.29,1701.72,17.75,950.0,0.828,9.03,116.83,2,360.37,1413.71,36.33,10959.48,12,2,0,999,24.78,0.0014,45.5,28.49
93,93.18,23.55,204099.81,82.29,265.1,1628.5,17.05,950.0,0.596,6.7,86.74,2,268.59,1137.4,70.93,8854.37,4,0,0,999,31.46,0.0013,46.59,25.94
80,96.09,23.3,179091.56,100.07,223.59,2163.88,16.95,950.0,0.889,5.55,71.83,2,312.1,892.72,27.15,7887.02,9,2,0,999,42.97,0.0017,48.04,26.21
48,98.23,24.99,117814.12,81.74,290.49,1428.46,18.87,1425.0,0.402,3.95,51.07,3,145.97,709.28,22.3,4893.94,7,2,0,999,67.2,0.0012,32.74,28.4
10,102.34,21.35,21848.81,55.43,228.15,1031.69,17.44,1425.0,0.822,0.79,10.29,3,55.51,79.98,3.95,1063.02,3,5,0,999,274.03,0.0025,34.11,26.38
23,106.15,23.65,57734.82,73.02,175.28,823.99,17.34,950.0,0.809,1.82,23.55,2,82.84,295.09,12.58,2467.67,11,5,0,999,87.93,0.0014,53.07,28.63
43,95.15,24.04,98342.67,75.29,159.69,1380.99,17.44,1425.0,0.359,3.42,44.23,3,226.88,393.48,17.09,4259.4,3,6,0,999,70.72,0.0023,31.72,26.64
14,93.85,19.48,25596.58,53.97,210.7,654.56,18.87,950.0,0.391,1.15,14.9,2,42.7,91.76,9.35,1331.83,7,5,0,999,133.52,0.0017,46.93,23.16
66,101.0,18.29,121952.41,105.49,163.19,1290.61,16.76,475.0,0.322,5.04,65.23,1,78.56,817.99,27.22,6708.26,8,6,0,999,30.82,0.0006,101.0,21.21
96,102.39,20.83,204772.59,51.75,207.51,1354.25,16.95,950.0,0.466,6.66,86.19,2,357.67,1276.23,37.7,9994.83,9,4,0,999,26.7,0.0017,51.19,23.83
116,94.03,24.0,261738.48,104.13,185.34,2624.88,17.34,1425.0,0.894,9.18,118.75,3,607.12,1581.77,47.38,11194.7,11,6,0,999,37.41,0.0023,31.34,27.77
64,103.82,20.02,133051.26,103.53,163.11,1565.31,16.95,1425.0,0.374,4.44,57.46,3,351.9,910.0,28.72,6828.48,9,1,0,999,50.89,0.0026,34.61,23.36
107,105.34,22.9,258107.27,105.26,255.3,1477.26,16.76,950.0,0.32,8.17,105.76,2,264.46,1332.06,66.44,11451.51,8,4,0,999,26.05,0.001,52.67,24.78
119,107.83,18.05,231639.39,104.97,211.9,2014.84,20.83,475.0,0.575,11.11,143.74,1,184.97,1222.87,48.17,12891.6,2,2,0,999,23.59,0.0008,107.83,21.16
105,111.73,20.49,240345.39,49.6,211.79,1566.79,17.05,1425.0,0.512,7.57,97.93,3,446.03,1510.63,68.08,11994.48,4,2,0,999,30.98,0.0019,37.24,23.58
61,90.57,22.31,123248.17,50.11,234.55,1511.32,21.13,475.0,0.677,5.44,70.42,1,100.02,432.84,31.42,5556.93,5,3,0,999,37.23,0.0008,90.57,24.75
46,97.61,18.91,84900.43,97.01,287.48,1404.63,21.13,1425.0,0.663,4.1,53.11,3,241.86,265.56,18.33,4647.36,5,5,0,999,69.87,0.0028,32.54,20.45
118,97.59,24.28,279556.69,107.88,207.1,2647.79,20.83,1425.0,0.796,11.01,142.53,3,415.5,1099.32,49.56,11893.2,2,2,1,3,37.18,0.0015,32.53,28.82
36,96.72,19.09,66480.34,107.62,155.48,1377.26,20.83,1425.0,0.548,3.36,43.48,3,126.8,389.6,20.29,3602.0,2,2,0,999,85.15,0.0019,32.24,22.44
55,92.31,24.37,123714.87,81.09,197.51,1334.45,17.44,475.0,0.576,4.18,54.06,1,57.4,648.99,26.91,5124.09,6,2,0,999,37.96,0.0005,92.31,26.37
18,85.62,19.51,30073.73,74.01,254.33,984.78,16.95,950.0,0.313,1.25,16.16,2,41.66,236.78,10.02,1576.66,9,0,0,999,125.73,0.0014,42.81,22.97
98,98.24,24.96,240305.94,53.02,197.55,974.28,17.34,475.0,0.882,7.75,100.33,1,121.54,516.22,69.22,9653.39,11,4,0,999,17.35,0.0005,98.24,28.93
82,91.35,22.23,166548.29,50.31,223.63,1743.9,17.75,475.0,0.427,6.33,81.88,1,87.95,1067.68,26.48,7558.9,12,3,0,999,30.4,0.0005,91.35,27.28
19,98.19,18.59,34681.74,76.63,252.16,1000.8,17.44,950.0,0.657,1.44,18.68,2,51.52,209.02,9.44,1898.94,6,3,0,999,119.98,0.0015,49.09,21.25
34,91.15,18.46,57198.43,50.87,243.91,847.26,17.34,1425.0,0.828,2.69,34.81,3,170.87,494.0,17.26,3168.64,11,1,0,999,75.5,0.003,30.38,22.27
71,88.7,18.52,116665.04,54.8,276.53,1587.91,17.44,475.0,0.662,5.39,69.79,1,127.31,602.01,30.21,6368.94,6,1,1,5,33.72,0.0011,88.7,20.25
69,99.37,22.13,151736.56,50.01,252.97,1356.59,17.44,475.0,0.675,5.24,67.82,1,92.86,770.72,35.94,6880.5,6,0,0,999,30.94,0.0006,99.37,24.24
99,98.71,23.67,231275.16,53.52,168.67,2073.31,17.44,1425.0,0.405,7.87,101.82,3,321.9,1253.88,57.75,10154.88,3,2,0,999,37.58,0.0014,32.9,26.76
39,102.13,20.82,82933.92,108.58,240.51,1566.47,16.76,1425.0,0.725,2.98,38.55,3,205.85,396.39,23.11,4056.33,8,1,0,999,85.66,0.0025,34.04,23.24
112,114.99,21.11,271915.44,104.54,254.37,1535.61,17.05,1425.0,0.414,8.07,104.46,3,467.44,734.62,71.11,13247.84,4,4,1,7,29.64,0.0017,38.33,22.83
59,99.72,22.13,130169.88,96.28,197.05,1762.99,17.44,1425.0,0.715,4.48,57.99,3,221.5,324.38,19.96,6040.65,6,5,0,999,59.01,0.0017,33.24,24.46
101,101.38,21.73,222516.31,55.35,213.08,1797.61,17.75,1425.0,0.645,7.79,100.85,3,445.62,617.51,53.53,10620.21,12,1,0,999,34.56,0.002,33.79,24.46
36,88.88,22.82,73004.88,79.49,235.05,1033.78,18.87,1425.0,0.593,2.96,38.3,3,212.75,358.17,24.44,3323.92,7,6,0,999,77.04,0.0029,29.63,25.21
14,87.2,21.3,26007.51,101.41,225.78,1033.27,17.05,1425.0,0.732,1.01,13.06,3,57.65,159.55,7.39,1247.82,4,1,0,999,198.96,0.0022,29.07,25.32
16,110.16,23.0,40534.61,79.66,181.09,1057.69,16.95,1425.0,0.731,1.11,14.37,3,94.05,171.28,10.05,1791.69,9,2,0,999,171.46,0.0023,36.72,26.79
51,90.11,24.98,114806.49,81.94,241.8,1171.86,16.95,475.0,0.422,3.54,45.79,1,63.91,618.59,30.36,4627.7,9,3,0,999,38.64,0.0006,90.11,28.05
115,89.15,20.45,209676.24,101.69,179.91,2027.5,16.76,950.0,0.525,8.78,113.67,2,254.28,619.84,61.22,10398.93,8,0,0,999,28.34,0.0012,44.57,22.91
15,97.19,18.09,26365.2,102.43,296.27,1508.17,17.34,950.0,0.59,1.11,14.35,2,34.72,95.45,5.09,1477.01,1,4,1,6,190.46,0.0013,48.59,24.12
50,96.78,18.88,91355.84,101.35,179.26,1770.47,17.44,950.0,0.391,3.97,51.43,2,177.38,630.57,30.83,4955.84,3,1,0,999,60.02,0.0019,48.39,21.98
22,90.28,21.87,43446.43,73.55,173.1,1027.7,20.83,1425.0,0.513,2.05,26.57,3,101.48,281.86,12.48,2055.72,2,0,1,0,122.7,0.0023,30.09,26.69
113,95.06,20.41,219238.12,80.99,178.29,1773.69,17.75,475.0,0.324,8.72,112.84,1,178.76,1358.59,34.22,10798.84,12,1,0,999,22.19,0.0008,95.06,23.43
84,107.34,24.58,221615.63,96.92,238.41,2046.28,17.05,475.0,0.563,6.05,78.34,1,165.29,1046.16,33.89,9078.3,4,4,1,7,34.01,0.0007,107.34,27.33
94,91.05,22.39,191651.78,100.57,191.96,1966.14,17.44,950.0,0.423,7.14,92.4,2,282.91,1375.63,31.09,8698.94,6,1,0,999,34.13,0.0015,45.53,25.14
89,86.35,21.64,166326.95,76.82,238.69,1525.02,17.34,1425.0,0.433,7.04,91.11,3,298.24,1285.35,52.08,7997.22,11,3,0,999,36.69,0.0018,28.78,24.47
82,105.04,23.59,203156.65,75.71,219.25,1565.98,17.75,1425.0,0.791,6.33,81.88,3,422.75,938.48,25.22,8789.86,12,0,1,3,40.07,0.0021,35.01,29.1
